record,enterprise,metro,tract_pct_minority,tract_income_ratio,borrower_income_ratio,ltv,loan_purpose,fed_guarantee,borrower_race,borrower_gender,coborrower_race,coborrower gender,units,affordability
1690262,1,1,2,3,3,1,8,4,5,9,2,4,1,4
385979,1,1,3,3,3,2,8,4,9,9,9,9,1,4
1725022,1,1,3,3,3,1,8,4,9,9,2,4,1,4
731234,1,1,1,2,3,4,1,4,5,5,1,2,1,4
804692,1,1,3,3,3,4,1,4,7,9,2,4,1,4
1663223,1,1,3,1,3,4,1,4,5,9,2,3,1,4
319356,1,0,1,2,3,1,8,4,5,9,1,4,1,4
1071758,1,1,1,3,3,2,1,4,5,5,2,1,1,4
447871,1,1,1,2,3,2,1,4,5,9,1,4,1,4
1489608,1,1,3,1,2,2,1,4,5,9,2,4,1,1
370166,1,1,3,3,3,3,1,4,5,9,2,4,1,4
1227262,1,1,2,2,2,2,1,4,5,9,1,4,1,4
924545,1,1,2,2,3,4,1,4,9,9,3,4,1,4
758476,1,1,2,2,3,1,1,4,5,5,1,2,1,4
617767,1,1,3,3,3,2,1,4,9,9,2,4,1,4
307228,1,1,3,2,3,3,1,4,5,9,1,4,1,4
1567416,1,1,2,3,3,3,1,4,5,9,1,4,1,4
1079889,1,1,2,3,3,3,1,4,5,5,1,2,1,4
838407,1,1,2,2,1,1,1,4,5,9,1,4,1,3
1456916,1,1,3,1,2,1,8,4,7,9,1,4,1,1
323371,1,1,3,2,3,1,8,4,5,5,1,2,1,4
1570070,1,1,3,2,3,4,1,4,5,9,1,4,1,4
1073295,1,1,3,3,3,2,1,4,5,9,1,4,1,4
591675,1,1,2,1,2,2,1,4,5,9,2,4,1,1
246431,1,0,1,2,3,2,8,4,5,5,1,2,1,4
45816,1,1,3,1,3,1,8,4,5,9,1,4,1,4
1392210,1,1,1,2,2,5,1,4,5,9,2,4,1,4
1328436,1,1,2,2,2,1,1,4,2,2,1,2,1,4
857384,1,1,2,2,3,1,8,4,5,5,1,2,1,4
1505775,1,1,3,2,2,2,1,4,7,9,2,4,1,4
633236,1,1,3,1,2,3,8,4,3,9,1,4,1,1
1577147,1,1,1,3,2,2,8,4,5,5,2,1,1,4
18469,1,0,1,2,3,2,1,4,5,5,1,2,1,4
1291901,1,1,1,3,1,1,8,4,7,9,1,4,1,3
1419604,1,1,2,2,2,2,8,4,5,9,2,4,1,4
1220859,1,1,1,1,3,5,1,4,5,9,1,4,1,4
1680107,1,1,2,2,3,3,1,4,5,5,2,1,1,4
813214,1,1,2,3,2,2,8,4,7,9,2,4,1,4
236374,1,1,3,3,3,5,1,4,7,7,1,2,1,4
108912,1,1,3,1,3,2,8,4,9,9,3,3,1,4
212062,1,1,2,2,3,3,1,4,5,9,1,4,1,4
42555,1,0,3,2,3,5,1,4,5,5,1,2,1,4
1562544,1,1,2,2,3,2,1,4,5,5,1,2,1,4
25861,1,1,1,3,2,2,1,4,5,9,2,4,1,4
758025,1,1,2,3,3,2,8,4,5,9,2,4,1,4
797453,1,1,3,3,3,2,1,4,5,5,9,9,1,4
1340971,1,1,3,1,3,2,8,4,5,9,1,4,1,4
120354,1,1,2,3,3,3,1,4,5,5,1,2,1,4
355087,1,1,2,3,3,2,1,4,7,7,2,2,1,4
708361,1,1,2,3,3,2,1,4,5,9,1,4,1,4
1738108,1,0,1,1,2,5,1,4,5,5,2,1,1,1
1174882,1,1,1,2,3,3,1,4,5,9,1,4,1,4
384102,1,1,3,2,3,3,8,4,7,7,1,2,1,4
1039103,1,1,2,2,2,3,1,4,5,9,1,4,1,4
789848,1,1,3,1,3,3,1,4,3,9,1,4,1,4
860240,1,1,2,3,3,2,1,4,5,5,1,2,1,4
1461451,1,1,2,3,3,1,8,4,5,5,1,2,1,4
272090,1,1,3,2,3,3,8,4,5,9,1,4,1,4
721977,1,1,2,2,2,1,8,4,5,9,2,4,1,4
1593578,1,0,1,2,2,2,8,4,5,9,2,4,1,4
1255759,1,1,1,3,3,1,8,4,5,5,1,2,1,4
767683,1,0,1,2,3,2,1,4,5,5,1,2,1,4
584763,1,1,1,3,2,2,8,4,5,9,2,4,1,4
100891,1,1,2,2,2,2,8,4,5,9,2,4,1,4
965560,1,1,3,1,2,5,1,4,7,7,1,1,1,1
1533136,1,1,2,3,3,1,8,4,5,5,1,2,1,4
784797,1,1,2,2,1,2,8,4,5,9,2,4,1,3
483953,1,1,3,1,1,1,1,4,7,9,2,4,1,2
1502511,1,1,2,3,3,1,8,4,9,9,1,2,1,4
1249795,1,1,2,2,3,2,1,4,5,5,2,1,1,4
573238,1,1,2,2,3,2,8,4,3,9,2,4,1,4
629603,1,1,3,1,3,4,1,4,5,5,1,2,1,4
982651,1,0,2,2,2,3,8,4,5,9,1,4,1,4
1609809,1,1,1,2,3,2,8,4,5,5,1,2,1,4
410120,1,0,1,2,3,5,1,4,5,5,2,1,1,4
862363,1,0,2,3,3,1,1,4,5,5,1,2,1,4
1395161,1,0,3,2,3,5,1,4,5,9,2,4,1,4
1411551,1,1,1,3,3,2,8,4,5,5,9,9,1,4
137773,1,1,2,2,3,5,1,4,7,9,1,4,1,4
1280737,1,1,3,1,1,3,1,4,7,9,2,4,1,2
752331,1,1,2,3,2,1,8,4,5,9,1,4,1,4
1269794,1,1,3,3,3,3,1,4,3,9,1,4,1,4
668525,1,1,1,2,3,2,8,4,5,9,2,4,1,4
1167673,1,1,3,2,2,5,1,4,5,9,1,4,1,4
1641767,1,1,2,2,2,2,8,4,5,9,2,4,1,4
1745877,1,0,2,2,3,2,1,4,5,5,2,1,1,4
961707,1,1,1,2,3,2,1,4,5,5,2,1,1,4
1269789,1,1,2,2,2,2,1,4,5,5,1,2,1,4
1635845,1,1,1,3,3,2,1,4,7,7,1,2,1,4
1658417,1,1,3,2,3,2,8,4,5,5,1,2,1,4
378860,1,1,3,1,2,1,8,4,2,9,1,4,1,1
1461619,1,1,3,1,3,1,8,4,9,9,1,2,1,4
1343847,1,1,1,3,3,1,8,4,5,9,1,4,1,4
99237,1,1,2,3,3,2,1,4,5,9,1,4,1,4
222767,1,1,2,1,3,1,8,4,5,9,3,4,1,4
695167,1,1,2,3,3,3,1,4,5,5,1,2,1,4
736382,1,1,3,1,3,2,8,4,7,7,2,1,1,4
249012,1,0,2,2,3,3,1,4,5,5,9,9,1,4
1503183,1,1,1,2,3,2,1,4,5,9,2,4,1,4
953521,1,1,2,3,3,3,1,4,5,5,3,3,1,4
1689011,1,1,2,3,3,3,1,4,5,5,1,2,1,4
1119366,1,1,3,1,3,3,1,4,3,9,1,4,1,4
1462741,1,1,3,1,2,5,1,4,2,2,1,2,1,1
809390,1,0,2,2,3,1,8,4,5,5,2,1,1,4
882578,1,1,1,2,2,2,8,4,5,9,1,4,1,4
1214989,1,1,1,2,3,1,1,4,5,9,1,4,1,4
1342901,1,1,3,2,3,2,1,4,2,2,1,2,1,4
313127,1,1,2,3,3,1,1,4,5,5,1,2,1,4
1290340,1,1,2,3,3,2,8,4,5,9,2,4,1,4
487437,1,1,2,3,3,3,8,4,9,9,1,2,1,4
1612739,1,1,2,3,3,1,1,4,7,5,1,2,1,4
1748424,1,1,2,3,2,2,8,4,5,9,2,4,1,4
938044,1,1,3,2,3,2,1,4,2,9,2,4,1,4
1328791,1,1,3,1,3,4,1,4,7,7,1,2,1,4
299405,1,1,3,2,3,1,1,4,5,9,1,4,1,4
117619,1,1,3,2,2,2,1,4,2,9,1,4,1,4
1321372,1,1,1,3,3,1,1,4,5,5,1,2,1,4
948023,1,1,3,2,3,4,1,4,5,9,1,4,1,4
1575578,1,0,1,2,3,2,1,4,5,9,1,4,1,4
610503,1,1,3,3,3,2,1,4,5,9,1,4,1,4
91113,1,1,2,3,3,2,1,4,5,5,1,2,1,4
731480,1,1,1,2,3,3,8,4,5,9,1,4,1,4
1227847,1,1,1,2,3,2,1,4,5,5,1,2,1,4
83231,1,1,2,3,3,2,1,4,7,5,9,9,1,4
1124355,1,1,2,3,3,3,1,4,2,5,3,3,1,4
488345,1,1,2,3,3,4,1,4,5,5,1,2,1,4
844735,1,1,2,2,3,3,1,4,5,9,2,4,1,4
1694952,1,1,1,2,3,2,8,4,5,9,1,4,1,4
5805,1,1,1,2,3,2,1,4,5,9,1,4,1,4
1168773,1,1,2,2,3,3,1,4,5,5,2,2,1,4
1670351,1,1,3,2,3,2,1,4,5,5,2,1,1,4
290086,1,1,3,3,3,2,8,4,3,9,1,4,1,4
414152,1,1,1,2,3,2,8,4,5,5,1,2,1,4
205586,1,1,1,1,3,2,8,4,5,5,1,2,1,4
893376,1,1,2,3,3,2,8,4,5,9,1,4,1,4
1653805,1,0,2,2,3,2,1,4,5,9,3,4,1,4
1645068,1,1,1,2,3,2,8,4,5,5,1,2,1,4
931206,1,1,2,2,3,2,1,4,5,9,2,4,1,4
1352648,1,1,3,3,3,2,1,4,5,9,1,4,1,4
1287591,1,1,3,3,3,1,8,4,2,9,2,4,1,4
927051,1,1,1,2,1,2,1,4,5,9,1,4,1,3
526885,1,1,2,2,3,2,1,4,5,5,1,2,1,4
1432556,1,1,3,1,3,5,1,4,5,9,1,4,1,4
1388167,1,1,2,3,3,2,1,4,5,9,1,4,1,4
382734,1,1,2,2,2,2,8,4,9,9,3,3,1,4
1689893,1,1,3,2,3,2,8,4,5,9,1,4,1,4
434125,1,1,1,3,3,2,1,4,5,9,2,4,1,4
424069,1,1,2,2,3,2,8,4,6,9,1,2,1,4
729626,1,1,2,2,3,1,8,4,5,5,3,3,1,4
120324,1,1,1,2,2,4,1,4,5,9,2,4,1,4
1217026,1,1,3,3,3,1,8,4,5,5,1,2,1,4
69397,1,1,3,2,3,2,8,4,9,9,1,4,1,4
1526315,1,1,3,1,3,3,1,4,5,5,1,2,1,4
1362308,1,1,3,3,1,4,1,4,3,9,1,4,1,3
1486964,1,1,1,2,2,4,1,4,5,9,2,4,1,4
356117,1,1,1,2,3,3,8,4,5,5,1,2,1,4
450515,1,1,1,2,3,2,8,4,5,9,2,4,1,4
965209,1,1,1,3,2,1,1,4,5,9,2,4,1,4
878271,1,1,2,3,3,3,1,4,5,9,1,4,1,4
1040283,1,1,2,2,3,5,1,4,5,9,1,4,1,4
550971,1,0,3,2,1,1,1,4,5,9,2,4,1,3
891147,1,1,1,2,3,4,1,4,5,9,2,4,1,4
1186646,1,1,2,3,3,3,1,4,2,9,2,4,1,4
406442,1,1,3,2,3,3,8,4,5,5,2,1,1,4
641925,1,1,3,3,3,2,1,4,7,9,2,4,1,4
809231,1,1,3,3,3,2,1,4,5,5,1,2,1,4
1671313,1,1,3,1,1,1,8,4,5,9,2,4,1,2
971895,1,1,2,2,3,4,1,4,5,9,1,4,1,4
848748,1,1,2,1,2,5,1,4,5,5,1,1,1,1
393058,1,1,2,3,3,1,8,4,5,5,1,2,1,4
1016972,1,1,3,2,3,2,1,4,5,5,1,2,1,4
1303325,1,1,2,3,3,2,8,4,9,9,3,3,1,4
1401149,1,1,2,2,3,1,8,4,3,5,2,2,1,4
1603657,1,1,1,2,3,4,1,4,9,9,3,3,1,4
430473,1,1,2,2,2,5,1,4,5,5,1,2,1,4
61350,1,1,1,2,3,2,1,4,9,9,3,1,1,4
368305,1,1,2,2,3,4,1,4,5,5,1,2,1,4
781990,1,0,2,2,2,5,1,4,5,9,1,4,1,4
719494,1,1,1,2,3,2,1,4,5,5,1,2,1,4
491725,1,1,1,2,3,1,8,4,5,9,2,4,1,4
1747889,1,1,2,2,2,2,1,4,5,9,2,4,1,4
1417184,1,1,1,3,3,2,1,4,2,9,1,4,1,4
233343,1,1,2,3,3,4,1,4,5,9,1,4,1,4
1251491,1,0,1,2,3,2,1,4,9,9,1,2,1,4
714045,1,1,3,2,3,2,1,4,5,9,1,4,1,4
491111,1,1,1,2,3,4,8,4,5,5,1,2,1,4
245311,1,1,1,3,3,2,1,4,5,9,1,4,1,4
1018125,1,1,2,2,3,2,1,4,5,5,1,2,1,4
1568721,1,1,3,3,3,1,8,4,9,9,3,4,1,4
935610,1,1,2,2,3,4,1,4,5,9,3,4,1,4
363896,1,1,3,1,3,5,1,4,3,9,2,4,1,4
763587,1,1,2,3,3,2,8,4,5,5,3,3,1,4
622923,1,1,3,3,3,5,1,4,5,5,2,1,1,4
74024,1,1,3,2,3,2,8,4,2,9,1,4,1,4
1517676,1,1,3,2,3,3,1,4,5,9,1,4,1,4
35463,1,1,3,3,3,1,8,4,9,9,2,1,1,4
752647,1,1,3,3,3,2,8,4,5,5,2,1,1,4
1143443,1,1,2,2,2,3,8,4,5,9,2,4,1,4
188745,1,1,2,3,3,2,8,4,5,9,1,4,1,4
1423210,1,1,2,2,2,2,1,4,5,9,1,4,1,4
857540,1,1,1,3,3,1,8,4,5,9,1,4,1,4
1358728,1,1,3,2,3,2,1,4,5,9,2,4,1,4
1185631,1,1,1,2,3,3,8,4,5,5,1,2,1,4
827740,1,1,1,3,2,2,1,4,5,9,1,2,1,4
355090,1,1,1,2,3,2,8,4,5,9,1,4,1,4
467704,1,1,3,2,3,2,8,4,5,5,1,2,1,4
556600,1,1,3,1,2,3,1,4,5,9,2,4,1,1
709359,1,1,2,3,3,3,1,4,7,5,2,1,1,4
85555,1,1,2,3,3,3,1,4,5,5,9,9,1,4
1305758,1,1,1,2,3,2,8,4,5,9,1,4,1,4
749488,1,0,3,2,3,2,8,4,3,9,1,4,1,4
637805,1,1,3,3,3,2,1,4,6,9,1,4,1,4
873775,1,1,3,2,3,2,8,4,7,7,1,2,1,4
969069,1,1,2,2,3,3,1,4,5,5,1,1,1,4
271087,1,1,3,2,3,1,1,4,3,9,2,4,1,4
548001,1,1,3,2,1,5,1,4,5,9,2,4,1,3
694143,1,1,3,3,3,3,1,4,5,3,1,2,1,4
150920,1,0,1,2,3,2,8,4,5,9,1,4,1,4
232964,1,1,2,3,3,2,1,4,2,2,1,2,1,4
383582,1,0,2,2,2,5,1,4,3,9,2,4,1,4
1338873,1,1,3,2,3,3,1,4,2,9,1,4,1,4
1192085,1,1,2,2,3,4,1,4,5,5,2,1,1,4
1511769,1,1,1,2,3,3,1,4,5,9,1,4,1,4
760470,1,1,3,2,1,2,1,4,7,9,2,4,1,3
1443204,1,1,3,1,2,2,8,4,5,9,3,4,1,1
263681,1,1,2,3,2,2,1,4,9,9,3,3,1,4
872492,1,1,3,2,2,2,1,4,5,9,1,4,1,4
250799,1,1,2,3,3,3,1,4,2,2,1,2,1,4
548111,1,1,3,2,3,1,8,4,2,2,1,2,1,4
571393,1,1,3,3,3,3,1,4,5,5,1,2,1,4
1521181,1,1,2,2,3,4,1,4,5,5,1,2,1,4
1701425,1,1,2,2,3,3,1,4,5,5,9,9,1,4
563887,1,1,2,3,3,3,1,4,9,9,3,4,1,4
109263,1,1,2,3,2,2,8,4,7,9,1,4,1,4
341639,1,1,2,3,3,1,8,4,5,9,3,4,1,4
1499873,1,1,2,2,1,1,8,4,9,9,3,4,1,3
1688732,1,1,1,2,2,4,1,4,5,9,2,4,1,4
507545,1,1,2,2,3,4,8,4,5,9,1,4,1,4
1458921,1,1,3,2,2,1,8,4,9,9,1,4,1,4
992154,1,1,2,2,3,4,1,4,5,9,1,4,1,4
430286,1,1,1,2,2,2,1,4,5,9,1,4,1,4
1209091,1,1,1,2,3,4,1,4,5,9,1,4,1,4
535851,1,1,2,3,3,2,8,4,5,9,1,4,1,4
150902,1,0,2,9,3,3,1,4,5,5,1,2,1,4
1443965,1,1,3,3,2,5,1,4,5,9,2,4,1,4
899469,1,1,3,2,3,2,1,4,5,9,2,4,1,4
685825,1,1,3,2,2,5,1,4,3,9,2,4,1,4
495028,1,1,3,3,3,2,1,4,5,5,1,2,1,4
273083,1,0,1,1,1,5,1,4,5,9,2,4,1,2
1487980,1,1,3,1,3,2,8,4,2,9,1,4,1,4
1717346,1,1,3,2,3,1,8,4,2,9,2,4,1,4
868077,1,1,3,1,3,2,8,4,2,2,1,2,1,4
1591455,1,1,3,2,1,1,8,4,9,9,3,3,1,3
681991,1,1,3,2,1,3,1,4,5,9,1,4,1,3
78208,1,1,3,2,3,3,8,4,7,7,1,2,1,4
61365,1,1,2,2,3,4,1,4,5,5,2,1,1,4
500308,1,1,2,3,3,2,1,4,5,9,1,4,1,4
123747,1,1,2,3,2,1,8,4,5,9,2,4,1,4
34076,1,1,2,1,2,3,1,4,5,9,1,4,1,1
873153,1,1,1,3,3,4,1,4,5,5,1,2,1,4
747228,1,1,2,3,3,1,8,4,5,5,1,2,1,4
315070,1,1,1,3,3,2,8,4,2,5,1,2,1,4
1240126,1,1,2,2,2,2,1,4,2,2,2,1,1,4
1426176,1,1,3,3,3,2,1,4,5,9,1,4,1,4
188651,1,0,1,2,1,1,8,4,5,9,2,4,1,3
208244,1,1,2,2,3,2,1,4,5,5,1,2,1,4
239085,1,1,2,2,3,2,1,4,5,7,1,2,1,4
104622,1,1,2,3,3,4,1,4,5,9,1,4,1,4
1328440,1,1,2,2,3,2,1,4,5,9,1,4,1,4
16393,1,1,2,2,3,2,8,4,5,5,2,1,1,4
26860,1,1,1,1,2,2,8,4,5,5,1,2,1,1
1519983,1,1,3,2,2,1,8,4,3,9,2,4,1,4
739514,1,1,3,1,2,5,1,4,7,9,1,4,1,1
162065,1,1,2,3,3,1,8,4,5,9,2,4,1,4
851247,1,1,3,3,2,5,1,4,5,9,1,4,1,4
763550,1,1,3,2,3,2,8,4,5,5,1,2,1,4
1140499,1,1,2,3,3,2,8,4,5,5,1,2,1,4
731439,1,1,2,2,1,5,1,4,5,9,2,4,1,3
431464,1,1,3,3,1,1,1,4,2,2,1,2,1,3
462738,1,1,3,1,3,3,1,4,7,9,2,4,1,4
1415607,1,1,2,2,2,5,1,4,5,5,2,1,1,4
961867,1,1,2,3,3,2,8,4,2,9,3,4,1,4
120994,1,1,3,3,3,2,8,4,5,9,2,4,1,4
1189171,1,1,3,3,3,5,1,4,5,7,2,1,1,4
1571659,1,1,3,2,2,2,1,4,5,9,1,4,1,4
749092,1,1,1,1,3,2,8,4,9,9,3,4,1,4
45769,1,1,1,2,1,5,1,4,5,9,1,4,1,3
1568656,1,1,2,2,3,2,1,4,5,5,1,2,1,4
1117658,1,1,1,3,3,2,1,4,2,2,2,2,1,4
217868,1,1,3,2,2,5,1,4,7,9,2,4,1,4
502368,1,1,1,3,3,2,8,4,5,5,1,2,1,4
1214853,1,1,2,2,2,1,1,4,5,9,2,4,1,4
1456417,1,1,3,1,2,3,1,4,9,9,9,4,1,1
50743,1,1,1,2,3,1,1,4,5,9,2,4,1,4
816412,1,1,3,1,3,2,1,4,7,9,2,4,1,4
888409,1,1,3,3,3,2,1,4,5,9,1,4,1,4
701459,1,0,3,2,1,2,8,4,9,9,3,4,1,3
26588,1,1,3,1,1,1,8,4,5,9,2,4,1,2
112083,1,0,2,2,3,2,1,4,9,9,2,1,1,4
473144,1,1,2,3,3,1,8,4,5,5,1,2,1,4
399935,1,1,2,3,3,2,1,4,5,5,1,2,1,4
42017,1,1,1,2,1,1,8,4,5,9,1,4,1,3
892009,1,1,2,1,1,2,8,4,7,9,1,4,1,2
204232,1,1,1,3,3,2,8,4,7,9,1,4,1,4
1423073,1,0,1,2,3,2,8,4,5,9,1,4,1,4
900486,1,1,3,3,3,4,1,4,5,5,1,1,1,4
416858,1,1,2,2,2,2,1,4,5,5,1,2,1,4
733199,1,1,3,1,2,3,1,4,5,9,2,4,1,1
271872,1,1,2,3,3,2,8,4,2,9,2,4,1,4
1221801,1,1,3,3,3,1,1,4,5,5,2,1,1,4
319334,1,1,1,3,3,3,1,4,5,9,2,2,1,4
1479171,1,1,3,1,2,5,1,4,3,9,2,4,1,1
1107651,1,1,1,3,3,3,1,4,5,5,1,2,1,4
1114935,1,1,1,3,2,2,8,4,5,9,1,4,1,4
1665625,1,1,2,2,3,2,8,4,5,9,2,4,1,4
1453968,1,1,2,3,3,5,1,4,7,9,1,4,1,4
836474,1,1,3,3,2,1,8,4,7,9,1,4,1,4
488410,1,1,1,3,3,2,1,4,9,9,3,4,1,4
1069646,1,0,3,1,3,1,8,4,7,7,3,2,1,4
288703,1,1,2,3,3,4,1,4,5,7,1,2,1,4
193850,1,1,2,1,1,5,1,4,5,9,2,4,1,2
741032,1,1,2,2,1,1,8,4,5,9,2,4,1,3
1435243,1,1,1,2,3,2,1,4,5,5,1,2,1,4
1068915,1,1,1,2,3,1,1,4,5,9,1,4,1,4
794278,1,1,2,2,3,1,8,4,5,5,1,2,1,4
1650134,1,1,3,3,3,2,8,4,5,9,2,4,1,4
902307,1,1,3,2,3,3,8,4,5,9,2,4,1,4
368735,1,1,3,2,3,2,1,4,5,5,2,2,1,4
703484,1,1,2,3,3,4,1,4,2,9,1,4,1,4
1165731,1,1,2,3,1,1,8,4,5,9,2,4,1,3
1681606,1,1,3,2,3,3,1,4,5,9,2,4,1,4
15364,1,1,3,1,2,2,1,4,7,9,2,4,1,1
771189,1,0,1,2,3,2,8,4,5,5,1,2,1,4
1101693,1,1,3,3,3,2,1,4,5,5,1,2,1,4
760612,1,1,2,2,2,2,8,4,7,9,1,4,1,4
505712,1,1,2,2,2,5,1,4,5,9,2,4,1,4
389121,1,1,2,1,2,5,1,4,5,9,1,4,1,1
1371098,1,0,2,3,3,2,1,4,5,9,1,4,1,4
1063752,1,1,3,3,3,2,8,4,9,9,1,2,1,4
277074,1,1,1,3,3,2,1,4,5,9,1,4,1,4
1214008,1,1,3,1,3,2,8,4,9,9,1,4,1,4
1683077,1,1,3,2,3,2,1,4,5,5,1,1,1,4
304228,1,1,2,3,3,2,1,4,5,9,2,4,1,4
1212252,1,1,3,3,3,3,8,4,5,5,1,1,1,4
739042,1,1,1,3,3,1,1,4,5,5,1,2,1,4
80612,1,1,3,2,3,4,1,4,2,2,3,3,1,4
1493913,1,1,2,3,3,4,8,4,3,3,1,2,1,4
808360,1,0,2,2,1,2,8,4,5,9,3,4,1,3
300960,1,1,2,3,3,2,1,4,5,9,1,4,1,4
487331,1,1,2,3,3,3,1,4,9,9,9,4,1,4
381487,1,1,2,2,2,2,8,4,5,9,1,4,1,4
1479780,1,1,1,3,1,1,1,4,5,9,1,4,1,3
1643766,1,1,3,1,3,2,8,4,9,9,3,4,1,4
1533891,1,1,3,1,2,5,1,4,7,9,3,4,1,1
997910,1,1,1,3,3,2,1,4,5,5,1,2,1,4
411170,1,1,3,2,2,3,1,4,5,9,2,4,1,4
1539249,1,1,1,2,3,4,1,4,5,5,2,1,1,4
613362,1,1,3,1,1,5,1,4,7,9,1,4,1,2
789916,1,1,2,2,3,2,8,4,5,9,2,4,1,4
1087159,1,1,1,2,3,1,8,4,5,5,1,2,1,4
137983,1,1,2,2,2,4,1,4,5,9,2,4,1,4
851826,1,1,1,2,3,2,8,4,5,9,2,4,1,4
1229630,1,1,2,3,3,1,8,4,5,5,1,2,1,4
949219,1,1,2,3,3,2,8,4,5,9,1,4,1,4
1137135,1,1,2,2,3,2,1,4,5,9,2,4,1,4
725896,1,1,1,2,2,3,8,4,5,9,1,4,1,4
280189,1,1,2,3,3,2,1,4,5,9,1,4,1,4
609090,1,1,3,2,2,2,8,4,3,9,2,4,1,4
71641,1,1,1,3,3,2,8,4,5,5,1,2,1,4
614604,1,1,2,2,3,3,1,4,5,5,2,1,1,4
812262,1,1,1,2,2,2,8,4,2,9,1,4,1,4
161068,1,0,1,2,3,2,8,4,5,9,1,4,1,4
1745771,1,1,3,1,2,4,8,4,7,7,1,2,1,1
1182630,1,1,2,1,2,3,1,4,5,9,2,4,1,1
57719,1,1,1,3,3,2,8,4,5,9,2,4,1,4
439529,1,1,2,2,3,5,1,4,5,5,1,2,1,4
988829,1,1,2,3,1,1,8,4,5,3,1,2,1,3
253030,1,0,2,2,3,3,8,4,5,6,2,1,1,4
815591,1,1,2,3,3,2,8,4,5,9,1,4,1,4
1743509,1,0,1,2,3,2,8,4,5,5,2,1,1,4
719010,1,1,2,3,3,1,8,4,2,2,1,2,1,4
692253,1,1,3,1,3,2,1,4,9,9,9,4,1,4
1172726,1,1,3,2,2,2,8,4,9,9,3,4,1,4
1250845,1,1,3,3,3,2,1,4,5,7,1,2,1,4
20157,1,1,2,3,3,2,1,4,9,9,9,4,1,4
335267,1,1,1,3,3,2,8,4,5,9,2,4,1,4
92337,1,0,1,2,1,2,1,4,5,9,1,4,1,3
1457238,1,1,2,2,2,2,1,4,5,9,2,4,1,4
1308135,1,1,2,3,3,3,1,4,5,5,2,1,1,4
997425,1,0,1,1,2,1,8,4,5,5,2,1,1,1
914177,1,1,2,2,3,1,1,4,5,5,1,2,1,4
1498321,1,1,2,2,3,2,1,4,5,2,1,2,1,4
1559447,1,1,3,2,3,3,1,4,3,9,1,4,1,4
1490331,1,1,1,2,1,2,8,4,5,5,1,2,1,3
574404,1,1,2,2,3,5,1,4,5,5,2,1,1,4
1647729,1,0,2,2,3,1,1,4,5,9,1,4,1,4
632429,1,1,1,3,1,2,8,4,5,9,1,4,1,3
587003,1,1,3,2,2,3,1,4,3,9,1,4,1,4
1241393,1,1,2,2,3,2,8,4,5,5,1,2,1,4
387363,1,1,2,2,3,4,8,4,5,5,2,1,1,4
1154004,1,1,3,3,1,1,8,4,5,9,1,4,1,3
45506,1,1,3,2,3,2,1,4,7,7,2,1,1,4
382554,1,1,1,2,2,5,1,4,5,9,1,4,1,4
1341191,1,1,1,3,3,5,1,4,5,5,9,9,1,4
947086,1,1,2,3,3,2,8,4,2,2,1,2,1,4
1330299,1,1,2,3,2,1,1,4,9,9,3,4,1,4
1646751,1,1,3,2,2,1,8,4,5,9,1,4,1,4
1605918,1,0,1,2,3,3,1,4,5,5,2,1,1,4
357974,1,1,1,2,3,2,1,4,5,9,1,4,1,4
1303980,1,0,1,2,3,4,1,4,5,9,2,4,1,4
1255489,1,1,3,2,3,2,1,4,5,9,1,4,1,4
1116029,1,0,1,2,3,4,1,4,5,5,2,1,1,4
137927,1,1,2,3,3,2,1,4,7,5,1,2,1,4
689112,1,1,1,1,3,5,1,4,5,5,1,2,1,4
436840,1,1,2,2,3,3,1,4,5,9,2,1,1,4
1722000,1,1,2,3,3,1,1,4,5,9,2,4,1,4
959514,1,1,2,3,3,4,1,4,5,9,2,4,1,4
1374084,1,1,3,2,3,2,8,4,5,9,1,4,1,4
747945,1,1,3,1,3,3,1,4,5,5,2,1,1,4
162735,1,1,2,3,3,2,1,4,5,9,1,4,1,4
1656151,1,1,2,2,3,5,1,4,5,5,1,2,1,4
1282797,1,1,2,1,1,5,1,4,5,9,1,4,1,2
1596498,1,0,2,9,3,4,1,4,5,9,1,4,1,4
838650,1,1,1,2,3,4,1,4,5,5,1,2,1,4
1085964,1,1,2,2,2,2,1,4,5,9,2,4,1,4
1311277,1,0,1,3,3,2,8,4,5,9,1,4,1,4
238849,1,0,3,2,3,2,8,4,4,5,1,2,1,4
279045,1,1,3,2,3,1,8,4,7,9,1,4,1,4
1413306,1,1,2,2,3,4,1,4,5,9,1,4,1,4
299317,1,1,2,2,3,2,1,4,5,9,2,4,1,4
1101459,1,1,2,2,3,2,8,4,9,9,3,3,1,4
1309578,1,1,3,1,3,2,1,4,2,2,1,2,1,4
1167690,1,1,2,3,3,1,1,4,5,5,1,1,1,4
1061198,1,1,2,3,3,1,8,4,5,9,1,4,1,4
425302,1,1,3,2,3,3,8,4,9,9,3,4,1,4
1535730,1,1,3,3,3,3,1,4,9,9,1,4,1,4
998842,1,1,3,2,2,5,1,4,5,9,2,4,1,4
802701,1,1,3,2,3,1,8,4,5,5,1,2,1,4
549523,1,1,3,3,3,2,1,4,9,9,1,3,1,4
1606507,1,1,1,3,2,2,1,4,5,9,1,4,1,4
740725,1,1,2,3,3,4,1,4,5,9,1,4,1,4
711232,1,1,2,3,3,1,1,4,5,9,2,4,1,4
385668,1,1,3,3,3,2,8,4,5,9,1,4,1,4
